Start,End,Open,High,Low,Close,Volume,Market Cap
2024-08-09,2024-08-10,61642.59,61642.59,59699.99,60848.51,119380537562.54007,1198052371289.9583
2024-08-08,2024-08-09,55208.09,62442.19,54745.98,61837.93,115082738098.83275,1148277529608.9478
2024-08-07,2024-08-08,55931.96,57657.97,54669.95,55024.11,115542644837.35191,1111517429412.9827
2024-08-06,2024-08-07,54153.99,56949.51,54153.99,55982.04,180069767679.24042,1102277924946.6377
2024-08-05,2024-08-06,58282.02,58282.02,49435.77,54006,212195781011.71082,1054109105825.6097
2024-08-04,2024-08-05,60721.48,61077.99,57382,58074.85,92944193833.37979,1183777771669.8118
2024-08-03,2024-08-04,61551.85,62193.7,59959.55,60760.03,127508490963.48781,1209847165746.9583
2024-08-02,2024-08-03,65470.03,65526.01,61377.99,61487.05,126678255697.5784,1259657978581.77
2024-08-01,2024-08-02,64690.06,65535.99,62356.12,65409.83,115915313679.64111,1265476494606.2578
2024-07-31,2024-08-01,66095.88,66779.95,64565.99,64665.98,104724657195.78746,1300436793721.6445
2024-07-30,2024-07-31,66743.69,66988.03,65500.99,66244.03,114280185390.73868,1308166869764.3484
2024-07-29,2024-07-30,68190.01,69947.98,66694.08,66810.03,101383758813.21254,1351833884687.9895
2024-07-28,2024-07-29,67699.97,68270.69,67070.3,68234.91,115846507993.94774,1336333065159.3171
2024-07-27,2024-07-28,67865.97,69386.01,66800.05,68045.98,102398740886.43903,1345115962771.871
2024-07-26,2024-07-27,65828.01,68200.04,65828.01,67914.02,113089301630.39372,1325517976260.4705
2024-07-25,2024-07-26,65453.96,66042.03,63509.02,65750.02,111090252492.92683,1272973411029.4077
2024-07-24,2024-07-25,65989.99,67054,65249.96,65412.03,107162775416.82579,1302064513046.3972
2024-07-23,2024-07-24,67537.99,67693.99,65528.37,65914.55,115158262082.33449,1312242825607.23
2024-07-22,2024-07-23,68178.02,68428.05,66617.59,67587.97,112174263548.25964,1331303541991.1018
2024-07-21,2024-07-22,67102,68286.03,66038.96,68071.99,89676444049.20906,1323676303507.9895
2024-07-20,2024-07-21,66699.54,67536.34,66263.2,67182.45,104553506285.97212,1315702759692.4285
2024-07-19,2024-07-20,63910.04,67348.04,63311.26,66648.03,101639252770.35191,1281855582543.6133
2024-07-18,2024-07-19,64159.97,65088.95,63253.12,63966.13,99977799879.21254,1267402485535.265
2024-07-17,2024-07-18,65076.01,66022.58,63951.49,64120.47,113492292607.62369,1281066999117.7144
2024-07-16,2024-07-17,64868.03,65264.81,62529.99,65119.1,116542026597.43555,1264281625543.7874
2024-07-15,2024-07-16,60876.22,64819.37,60680.22,64819.37,100145806081.73868,1239361200720.1533
2024-07-14,2024-07-15,59318.59,61330.03,59316.48,60946.02,85066289307.21603,1182438189362.1638
2024-07-13,2024-07-14,57858.96,59687.99,57774.09,59174.19,83611257769.9547,1150584338265.244
2024-07-12,2024-07-13,57299.22,58519.96,56607.98,57899.96,93418137284.68292,1132233813938.1812
2024-07-11,2024-07-12,57619.19,59282.81,57174.19,57381.96,91437938548.90909,1140514775974.1992
2024-07-10,2024-07-11,57923.75,59317.95,57193.27,57719.47,91848128823.29268,1144695234001.575
2024-07-09,2024-07-10,56646.67,58127.91,56409.45,57995.99,100398238221.78049,1131385741143.2126
2024-07-08,2024-07-09,55857.81,57909.97,54411.12,56681.81,99609702443.84027,1107722436798.6318
2024-07-07,2024-07-08,58230.16,58374.36,55818,55878.38,79631334264.54167,1129871085015.9653
2024-07-06,2024-07-07,56628.73,58398.11,56050.98,58232.99,98029265844.13194,1123846909922.1216
2024-07-05,2024-07-06,57043.9,57434.94,53761.07,56691.34,122554076854.67014,1098277236760.1841
2024-07-04,2024-07-05,60208.62,60465.72,56809.43,57142,101841641575.29167,1149061223527.9932
2024-07-03,2024-07-04,62127.99,62285.9,59521.02,60294.75,87751477173.18056,1194737097555.5833
2024-07-02,2024-07-03,62906,63243.07,61816.25,62127.95,83918670305.98611,1232201860247.7014
2024-07-01,2024-07-02,62771.97,63844.24,62597.62,62889.92,86017960841.93056,1244171964434.75
2024-06-30,2024-07-01,60986.67,62990.1,60660.77,62849.53,72644110248.8125,1212487409355.9583
2024-06-29,2024-06-30,60427.81,61210,60426.02,60964.17,81524470017.98264,1200637863094.9756
2024-06-28,2024-06-29,61617.14,62200.29,60080,60427.86,86177794784.1875,1206091521629.9202
2024-06-27,2024-06-28,60854.02,62338.43,60666.19,61646.05,121597828546.94098,1208359521976.1182
2024-06-26,2024-06-27,61804.76,62357.58,60761.24,60761.24,101705522290.09027,1210569518914.9792
2024-06-25,2024-06-26,60297.21,62231.16,60272.58,61789.98,105012900610.22223,1208344232787.2432
2024-06-24,2024-06-25,63197.97,63316.01,58946.24,60382.81,88214365730.36458,1211219588927.0173
2024-06-23,2024-06-24,64261.95,64521.03,63290.43,63290.43,68549855803.18056,1265330566688.6006
2024-06-22,2024-06-23,64131.09,64505.96,63980.01,64272.8,81694907535.11806,1266799825790.1702
2024-06-21,2024-06-22,64870,65055.95,63472,64097.29,91064047001.40277,1265161643968.486
2024-06-20,2024-06-21,64974.38,66411.96,64595.1,64881.08,86987051058.93056,1286536885825.684
2024-06-19,2024-06-20,65175.32,65631.97,64693.19,64950.06,99459975582,1283763970740.7708
2024-06-18,2024-06-19,66487.62,66514.58,64154.04,65098.92,105436105675.87848,1284844245291.1145
2024-06-17,2024-06-18,66679.37,67247.97,65199.99,66491.14,86664744891.26389,1304635534157.816
2024-06-16,2024-06-17,66228.19,66964.66,66064.03,66661.05,76461375993.26389,1309077955189.5417
2024-06-15,2024-06-16,65992.06,66441.35,65916,66198.06,91215626049.64583,1304545675023.698
2024-06-14,2024-06-15,66772.99,67343.12,65117.84,66052.46,98995504258.57986,1310523862820.8298
2024-06-13,2024-06-14,68263.95,68393.59,66436.08,66771.55,111573193221.80902,1327430504493.677
2024-06-12,2024-06-13,67314.24,69980.04,66960.38,68270.22,107347892439.03473,1343572403474.8057
2024-06-11,2024-06-12,69540.15,69580.24,66193.56,67345.04,104796038194.81944,1330334787420.3264
2024-06-10,2024-06-11,69648.18,70160,69258.75,69519.27,87451861112.73958,1371123086722.413
2024-06-09,2024-06-10,69310.52,69850.12,69169.97,69657.34,83310044389.57639,1368597583239.2153
2024-06-08,2024-06-09,69355.62,69582.23,69224.59,69316.65,103610754573.20833,1367427987313.8784
2024-06-07,2024-06-08,70799.08,71968.03,68728.21,69375.8,106092074580.18056,1392124871309.0798
2024-06-06,2024-06-07,71087.06,71603.24,70330.65,70783.1,102877542640.21875,1399125828326.361
2024-06-05,2024-06-06,70537.85,71696.85,70443.46,71131.93,111311224610.05208,1399930475342.5972
2024-06-04,2024-06-05,68809.87,71020.04,68633.19,70599,104654845182.98264,1371599959992.6423
2024-06-03,2024-06-04,67779.94,70212.93,67634.05,68808.7,97398272823.32986,1358888276436.8855
2024-06-02,2024-06-03,67766.88,68429.33,67399.94,67781.47,81799035674.69444,1336549079510.6494
2024-06-01,2024-06-02,67545.59,67865.07,67467.77,67747.95,92032958380.85417,1333965874339.8818
2024-05-31,2024-06-01,68352.12,68894.35,66741.31,67576.21,99878780775.00348,1340010675163.264
2024-05-30,2024-05-31,67575.28,69472.55,67191.52,68375.98,99654420792.42014,1343777230166.5833
2024-05-29,2024-05-30,68398.42,68917.38,67172.01,67665.53,100941705870.14583,1339429081861.6528
2024-05-28,2024-05-29,69377.71,69469.69,67284.99,68397.44,104610415892.73264,1345253913901.3125
2024-05-27,2024-05-28,68513.99,70660.82,68271.15,69446.22,94366758873.81598,1362623722399.2812
2024-05-26,2024-05-27,69284.48,69464.03,68313.96,68552.6,88617970999.7743,1359122396532.986
2024-05-25,2024-05-26,68549.98,69544.36,68529.54,69264.99,98349462378.77083,1359001925515.4756
2024-05-24,2024-05-25,67989.95,69184.6,66714.03,68534.95,118732856369.60764,1338591265664.139
2024-05-23,2024-05-24,69166.59,70036.03,66671.21,67923.97,111358739714.12152,1355143547460.9895
2024-05-22,2024-05-23,70145.51,70599.97,69048.6,69224.99,116115129934.34375,1375990340801.014
2024-05-21,2024-05-22,71413.26,71739.14,69266.38,70104.4,140382014974.79166,1391426237434.4653
2024-05-20,2024-05-21,66278.22,71456.55,66139.62,71418.17,97673519611.45486,1332036657324.7048
2024-05-19,2024-05-20,66915.16,67598.31,66005.33,66347.05,84425742668.57986,1317076250481.6077
2024-05-18,2024-05-19,67030.03,67376.41,66640.01,66914.58,93829825867.83333,1318748541912.823
2024-05-17,2024-05-18,65234.32,67399.94,65156.23,67004.04,102634356864.29514,1305116155080.962
2024-05-16,2024-05-17,66206.5,66598.22,64665.08,65249.97,115681520609.19792,1295913178703.0938
2024-05-15,2024-05-16,61577.48,66390,61404.32,66247.62,100366232949.29514,1251896075834.861
2024-05-14,2024-05-15,62940.1,63053.02,61157.62,61602.22,96890384586.05902,1220229790815.8298
2024-05-13,2024-05-14,61444.49,63332.96,60786.91,62917.18,90675951502.60417,1227777899897.6284
2024-05-12,2024-05-13,60816.04,61763.99,60689.41,61549.96,76159301784.85764,1204681757746.9583
2024-05-11,2024-05-12,60800.03,61391.96,60560.03,60784.24,93416078524.9132,1199916424353.4514
2024-05-10,2024-05-11,63074.05,63463.95,60318.78,60887.95,99784445417.81598,1223188375479.9097
2024-05-09,2024-05-10,61203.59,63349.87,60746.02,63110.01,96371791598.55902,1216539898240.8298
2024-05-08,2024-05-09,62312.12,62947.97,60957.21,61220.05,96231033741.69098,1226437181090.7917
2024-05-07,2024-05-08,63165.14,64322.23,62292.05,62380.43,102284339989.3368,1250305184237.8994
2024-05-06,2024-05-07,64011.98,65424.77,62970.14,63197.19,95229564647.93056,1258601500066.3125
2024-05-05,2024-05-06,63893.95,64479.4,63010.78,64040.05,89483521887.88542,1255450583253.3784
2024-05-04,2024-05-05,62870.12,64469.81,62642.67,63880.04,105858800461.71875,1249046843976.913
2024-05-03,2024-05-04,59112.48,63176.02,58837.01,62799.97,104745197131.86806,1193855616696.5278
2024-05-02,2024-05-03,58365.01,59545.21,57003.3,59134.5,131432823893.60417,1149458619445.3923
2024-05-01,2024-05-02,60669.84,60762.08,56721.02,58266.04,159023293590.83334,1148765177507.25
2024-04-30,2024-05-01,63822.08,64654.02,59265.11,60761.95,143219209457.94446,1217317330212.3333
2024-04-29,2024-04-30,63109.65,64070.04,61835.95,63817.97,128855842856.74306,1235771728615.5557
2024-04-28,2024-04-29,63461.99,64300.03,62875.28,63059.25,123978125785.5382,1254074099518.5278
2024-04-27,2024-04-28,63770.01,63891.08,62593.31,63483.13,131524789158.24306,1242332333140.7153
2024-04-26,2024-04-27,64486.53,64732.29,63397.37,63806.23,144552429807.04514,1263022328913.3923
2024-04-25,2024-04-26,64289.6,65083.98,62956.04,64495.27,149157965211.65625,1264226386138.0034
2024-04-24,2024-04-25,66414.01,67070.4,63742.73,64291.07,138491370322.2986,1294534621910.038
2024-04-23,2024-04-24,66822.2,67174.02,65884.15,66386.61,140913944149.0486,1308600456410.0693
2024-04-22,2024-04-23,64937.94,67180.03,64598,66818.89,140020711835.5104,1299629613965.4932
2024-04-21,2024-04-22,64940.62,65638.74,64302.47,64896.87,132646330534.83333,1278729530557.1597
2024-04-20,2024-04-21,63818.04,65351.33,63321.19,64857.99,153799823273.2257,1263699404439.0417
2024-04-19,2024-04-20,63459.73,65384.6,59734.42,63965.95,179591776267.1359,1254700142550.6133
2024-04-18,2024-04-19,61277.35,64049.91,60896,63418,162264150662.4331,1228207510554.3696
2024-04-17,2024-04-18,63793.38,64409.61,60035.04,61309.97,159271475773.6007,1230701435686.1145
2024-04-16,2024-04-17,63408.02,64279.61,61721.75,63679.78,164862168464.25696,1239636852612.2708
2024-04-15,2024-04-16,65666.9,66716.61,62664.83,63496.91,167288178450.46527,1278786268963.2744
2024-04-14,2024-04-15,63919.56,65737.76,62168.38,65582.95,193384733405.9271,1263072156804.9583
2024-04-13,2024-04-14,67129,67890.08,61480,64255.94,170831383575.80554,1309324455975.3923
2024-04-12,2024-04-13,70006.21,71173.45,66012.76,67208.21,156492733608.7986,1367900621427.1562
2024-04-11,2024-04-12,70631.08,71247.81,69587.99,70112.05,163547750232.02777,1386276753963.962
2024-04-10,2024-04-11,69156,71078.17,67590.15,70513.6,158873955437.3136,1361467139057.446
2024-04-09,2024-04-10,71631.94,71714.42,68442.77,69198.22,132212729053.50348,1380512011414.8958
2024-04-08,2024-04-09,69360.36,72724.2,69169.74,71631.77,53132608634.298615,1398781579162.8125
2024-04-07,2024-04-08,68884.31,70242.04,68850.36,69388.74,38671272310.635414,1365387978509.7014
2024-04-06,2024-04-07,67820.6,69566.35,67492.52,68904.86,48123401317.81944,1338695853172.1807
2024-04-05,2024-04-06,68487.85,68613.19,66099.34,67928.77,65461159217.25347,1327799451346.375
2024-04-04,2024-04-05,65963.32,69060,65139.94,68461.23,54141942846.19231,1316195162429.9092
2024-04-03,2024-04-04,65441.29,66778.9,64792.98,66074.16,72688212424.20833,1298722536237.2778
2024-04-02,2024-04-03,69660.01,69660.01,64706.05,65448.35,76064873523.09375,1305031837940.3057
2024-04-01,2024-04-02,71286.78,71286.78,68246.03,69731.26,48160176927.625,1370941645025.8193
2024-03-31,2024-04-01,69585.1,71345.73,69585.1,71216.98,33677901684.583332,1385235018798.5208
2024-03-30,2024-03-31,69850.56,70255.82,69560.02,69674.78,39660445250.3125,1375961187450.7534
2024-03-29,2024-03-30,70777.96,70893.95,69130.05,69850.52,51437435661.07317,1377218213267.6167
2024-03-28,2024-03-29,69470.04,71529.96,69000.37,70702.74,67541826095.72474,1384792377598.965
2024-03-27,2024-03-28,70007.73,71645.99,68515.98,69529.85,66048307394.06597,1372145083235.2048
2024-03-26,2024-03-27,69890.04,71489.41,69468.56,70059.97,73539340915.59027,1383033138560.8923
2024-03-25,2024-03-26,67190.84,70929.95,66463.94,69901.99,59754058610.107635,1343202487556.7083
2024-03-24,2024-03-25,64004.05,67577.97,63800.19,67246.83,45004303016.263885,1282172693165.5105
2024-03-23,2024-03-24,63799.98,65980.04,63119.94,64238.03,64367437851.295135,1269320125025.6216
2024-03-22,2024-03-23,65499.91,66630,62572.56,63567.63,70832261570.22299,1270966990859.4705
2024-03-21,2024-03-22,67842.99,68091.76,64650.4,65476.17,95877864553.05208,1310305920103.309
2024-03-20,2024-03-21,61972.04,67982.18,60941.74,67854.02,115391694995.10417,1255313190184.0208
2024-03-19,2024-03-20,67610,68096.05,61624.96,61981.15,102045256284.40973,1265347298387.309
2024-03-18,2024-03-19,68393.46,68920.04,66689.99,67711.55,70655312794.54514,1331937204803.4307
2024-03-17,2024-03-18,65340,68870.99,64949.86,68650.08,84216901410.82639,1318249336155.1736
2024-03-16,2024-03-17,69491.06,69931.27,65249.77,65286.52,92160775812.01042,1341199301691.5278
2024-03-15,2024-03-16,71388.99,72305.13,65867.11,69532.18,124794270434.01743,1348218188268.735
2024-03-14,2024-03-15,73082.35,73628.43,68699.98,71432.39,75391048865.6875,1418509576121.7986
2024-03-13,2024-03-14,71462.21,73607.76,71333.36,73087.95,91851042512.40277,1428409527164.4966
2024-03-12,2024-03-13,72085.08,72493.29,69356.89,71473.86,89227745554.75694,1408081228656.0278
2024-03-11,2024-03-12,68959.19,72708.04,67777.97,72094.44,79078213966.75348,1394226484218.3542
2024-03-10,2024-03-11,68313.27,69857.99,68231.15,68949.74,45808616696.33681,1361100511600.5625
2024-03-09,2024-03-10,68124.12,68641.97,67899.97,68513.59,74958968163.57986,1341229215174.1318
2024-03-08,2024-03-09,66823.18,69451.15,66398.03,68202.87,71079775498.71527,1329387120348.6528
2024-03-07,2024-03-08,66075.98,67854.61,65688.09,66903.82,83067313501.0382,1311958696591.8855
2024-03-06,2024-03-07,63765.18,67573.33,62793.17,66137.13,148672936177.77777,1294415376146.1042
2024-03-05,2024-03-06,68245.95,68887.74,61397.72,63971.07,119040375749.31818,1300163898134.3777
2024-03-04,2024-03-05,63130.26,68363.17,62812.07,68208.36,71996842646.85764,1283001116073.3542
2024-03-03,2024-03-04,61987.33,63182.52,61424.1,63099.99,39229163265.52778,1221662652840.6943
2024-03-02,2024-03-03,62381.06,62381.06,61675.41,62004.02,56200041952.97222,1217268482817.1318
2024-03-01,2024-03-02,61153.2,62936,60791.79,62481.07,86080951475.55902,1214897930968.2673
2024-02-29,2024-03-01,62432.07,63470.48,60559.34,61256.01,144705189244.5,1219220160267.038
2024-02-28,2024-02-29,57037.37,63699.03,56731.11,62497.28,96554866216.25348,1164199401855.0208
2024-02-27,2024-02-28,54476.52,57501.14,54463.73,57029.24,81134638355.5243,1108929904071.7048
2024-02-26,2024-02-27,51721.05,54899.99,50934.63,54454.91,36653055557.65625,1027224515607.5764
2024-02-25,2024-02-26,51568.16,51932.93,51340.03,51743.97,26223098130.645832,1013990612709.7534
2024-02-24,2024-02-25,50744.12,51664.32,50590.04,51549.1,32742452148.96875,1004394826459.7882
2024-02-23,2024-02-24,51288.38,51501.55,50660.19,50830.04,39680259961.607635,1003273465076.2604
2024-02-22,2024-02-23,51849.39,52026.56,50947.82,51339.49,46651103476.97569,1012679602852.4827
2024-02-21,2024-02-22,52258.8,52341.7,50772.85,51833,52153948766.12847,1010598273347.4479
2024-02-20,2024-02-21,51774.73,52887.96,50803.55,52278.15,44183700165.34028,1018468225252.3889
2024-02-19,2024-02-20,52126.89,52476.91,51735.45,51739.37,32201907719.760418,1023293740356.0452
2024-02-18,2024-02-19,51642.61,52338.43,51214.73,52119.06,31540616364.510418,1015642862477.6423
2024-02-17,2024-02-18,52124.14,52149.08,50630.03,51673.99,35178091490.833336,1013205165333.8055
2024-02-16,2024-02-17,51880.02,52467.94,51629.9,52121.96,47646573465.986115,1021079205021.5278
2024-02-15,2024-02-16,51783.92,52771.03,51325.97,51888.33,53084197642.982635,1021838077939.8784
2024-02-14,2024-02-15,49699.59,51945.99,49324.02,51819.74,51748211301.513885,997549034115.4791
2024-02-13,2024-02-14,49917.25,50204.94,48449.96,49741.98,53115326968.27431,973839645174.2188
2024-02-12,2024-02-13,48297.37,50255.98,47745.03,50017.36,38777494088.96528,957112042990.743
2024-02-11,2024-02-12,47751.14,48534.61,47608.53,48269.68,30911023232.65278,944665729688.2327
2024-02-10,2024-02-11,47122.11,48080.16,46879.57,47760.23,45283385490.22222,929109405398.5
2024-02-09,2024-02-10,45288.66,48076.09,45252.45,47093.93,47445816052.14931,917625452532.6632
2024-02-08,2024-02-09,44345.87,45550.04,44345.87,45315.99,38857280496.84722,880901927478.8438
2024-02-07,2024-02-08,43096.02,44334.08,42795.21,44328.04,27981396003.07986,849011742925.9062
2024-02-06,2024-02-07,42708.71,43360.57,42578.66,43105.15,29890974499.01389,842823370827.7986
2024-02-05,2024-02-06,42582.94,43494.23,42286.04,42713.66,27475772366.961807,839543655852.0555
2024-02-04,2024-02-05,43006.66,43107.98,42228.04,42609.98,21504822984.77778,841321775010.3159
2024-02-03,2024-02-04,43185.79,43355.96,42925.88,42970.67,26212803849.489582,845608019938.0798
2024-02-02,2024-02-03,43082.94,43424.42,42629.75,43189.15,33012863715.56597,844822065348.7257
2024-02-01,2024-02-02,42587.2,43239.64,41932.02,43069.45,39191696926.06944,832833554971.9688
2024-01-31,2024-02-01,42945.4,43741.81,42287.98,42611.24,36387883734.604164,841845565656.9097
2024-01-30,2024-01-31,43302.73,43791.13,42811.98,42915.56,35745948974.37153,851479185369.3611
2024-01-29,2024-01-30,42031.02,43283.58,41847.34,43269.41,27591401455.65625,832917377571.7118
2024-01-28,2024-01-29,42098.02,42834.18,41696.43,42018.7,23994200912.28125,828469290959.9548
2024-01-27,2024-01-28,41814,42190.01,41473.93,42112.7,33456456024.32986,820242705824.4618
2024-01-26,2024-01-27,39961.1,42205.19,39829.36,41866.1,32727132166.552082,802733300472.9305
2024-01-25,2024-01-26,40085.18,40278.07,39579.43,39929.16,30611272945.243057,783529941656.0104
2024-01-24,2024-01-25,39904.06,40538.01,39571.64,40145.83,41582556190.395836,782819018315.9757
2024-01-23,2024-01-24,39567.96,40166.68,38604.83,39873.77,47245661174.88194,773227103228.2673
2024-01-22,2024-01-23,41580.35,41685.73,39516.98,39516.98,28953952802.552082,798793726218.2084
2024-01-21,2024-01-22,41696.07,41864.33,41530.03,41549.91,17460482792.76736,817357400243.8993
2024-01-20,2024-01-21,41659.07,41857.38,41467.97,41668.99,34880561427.47569,815917942586.9861
2024-01-19,2024-01-20,41316.12,42186.01,40336.03,41627.16,43162587574.993034,809637385960.1603
2024-01-18,2024-01-19,42777.87,42916.99,40751.17,41296.92,33298896660.055557,828414705555.5695
2024-01-17,2024-01-18,43137.99,43188,42259.96,42764.71,37465467149.12153,837594185391.5312
2024-01-16,2024-01-17,42523.93,43525.03,42090.04,43137.2,35476803078.46181,841661192051.8541
2024-01-15,2024-01-16,41746.55,43369.82,41746.55,42611.43,33261581208.305557,835207392070.868
2024-01-14,2024-01-15,42847.96,43054.18,41737.9,41737.9,25534697690.21875,838079464709.9166
2024-01-13,2024-01-14,42797.5,43250.08,42463.07,42840.02,59386885600.34722,840023043894.7812
2024-01-12,2024-01-13,46342.02,46416.33,41903.92,42896.05,64928724108.979164,883712208328.1459
2024-01-11,2024-01-12,46639.46,48853.77,45699.32,46356.96,86342160205.33333,912540670422.3854
2024-01-10,2024-01-11,46106.95,47629.98,44632.42,46564.21,62473093954.77778,897575436530.2361
2024-01-09,2024-01-10,46951.07,47842.37,45412.61,46082.08,111771707928.25694,913768700835.1875
2024-01-08,2024-01-09,43923.68,47200.03,43260.51,46900.01,122271995738,878477896044.7153
2024-01-07,2024-01-08,43966.93,44442.83,43625.9,43850.46,96328651324.82639,863400987919.2222
2024-01-06,2024-01-07,44145.12,44180.03,43454.05,43941.78,116258879408.92361,858402098110.8472
2024-01-05,2024-01-06,44168.03,44229.51,43142.74,44112.11,142446432011.0521,857139251515.882
2024-01-04,2024-01-05,42845.26,44664.55,42635.44,44188.15,163905349005.13196,851366855527.3577
2024-01-03,2024-01-04,44944.83,45474.95,40931.46,42818.03,99124375067.69098,860210389676.8438
2024-01-02,2024-01-03,44179.5,45846.21,44179.5,44957.63,46593616092.15278,885906624909.5868
2024-01-01,2024-01-02,42276.34,44122.03,42227.99,44122.03,25446134905.26736,838250699610.9688
